Item #,Description,Vendor Name,class,Full Case Qty
401433,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401434,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401435,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401436,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401438,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401440,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401441,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401442,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401443,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401444,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401445,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401448,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401449,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401450,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401451,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401453,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401466,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401468,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401474,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401475,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401572,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401575,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401576,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401577,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401578,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401579,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401580,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401581,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401582,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401583,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401584,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401585,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401586,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401587,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401588,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401600,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401603,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401606,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401652,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401653,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401654,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401661,Response Duo-Decapolar        EP Extension Cable (Black)    ,St Jude Medical                         ,EP Catheters & Cables,1
401859,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401860,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401863,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401864,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401865,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401871,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401872,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401873,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401874,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401876,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401877,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401878,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401879,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401890,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401891,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401892,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401893,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401894,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401904,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401905,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401908,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401914,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401915,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401917,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401918,Daig Livewire Steerable BDB   Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401923,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401926,Daig Livewire CSL Steerable   Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401932,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401933,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401934,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401938,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401939,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401940,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401941,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401949,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401950,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401951,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401952,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401953,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401954,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401955,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401966,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401967,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401968,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401970,Daig Response (Black)         EP Extension Cable            ,St Jude Medical                         ,EP Catheters & Cables,1
401971,Daig Response (Black)         EP Extension Cable            ,St Jude Medical                         ,EP Catheters & Cables,1
401972,Daig Response (Black)         EP Extension Cable            ,St Jude Medical                         ,EP Catheters & Cables,1
401973,Daig Response (Blue)          EP Extension Cable            ,St Jude Medical                         ,EP Catheters & Cables,1
401974,Daig Response (Grey)          EP Extension Cable            ,St Jude Medical                         ,EP Catheters & Cables,1
401975,Daig Response (Red)           EP Extension Cable            ,St Jude Medical                         ,EP Catheters & Cables,1
401976,Daig Response (Black)         EP Extension Cable            ,St Jude Medical                         ,EP Catheters & Cables,1
401977,Daig Response (Red)           EP Extension Cable            ,St Jude Medical                         ,EP Catheters & Cables,1
401979,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401980,Daig Supreme Cable Black                                    ,St Jude Medical                         ,EP Catheters & Cables,1
401981,Supreme Extension Cable Blue                                ,St Jude Medical                         ,EP Catheters & Cables,1
401982,Supreme EP Ext. Cable Grey                                  ,St Jude Medical                         ,EP Catheters & Cables,1
401983,Supreme Extension Cable Red                                 ,St Jude Medical                         ,EP Catheters & Cables,1
401984,Supreme Hexapolar             Extension Cable               ,St Jude Medical                         ,EP Catheters & Cables,1
401985,Supreme Extension Cable        Black                        ,St Jude Medical                         ,EP Catheters & Cables,1
401986,EP Extension Cable            Black                         ,St Jude Medical                         ,EP Catheters & Cables,1
401990,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401991,Daig Livewire Steerable       Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401993,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401994,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
401996,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
402001,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
402004,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
402008,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
402009,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
402010,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
402011,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
402012,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
402020,Daig Supreme Fixed Curve      Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
402518,Reusable Ablation Cable       Male 9-pin to Female 14-pin   ,St Jude Medical                         ,EP Catheters & Cables,1
402527,Reusable Ablation Cable       Male 10-pin to Female 14-pin  ,St Jude Medical                         ,EP Catheters & Cables,1
402549,Reusable Ablation Cable       Male 9-pin to Female 14-pin   ,St Jude Medical                         ,EP Catheters & Cables,1
402550,Reusable Ablation Cable       Male 9-pin to Female 14-pin   ,St Jude Medical                         ,EP Catheters & Cables,1
402553,Reusable Ablation Cable       Male 10-pin to Female 14-pin  ,St Jude Medical                         ,EP Catheters & Cables,1
402554,Reusable Ablation Cable       Male 10-pin to Female 14-pin  ,St Jude Medical                         ,EP Catheters & Cables,1
402569,Reusable Ablation Cable       Male 14-pin to Female 14-pin  ,St Jude Medical                         ,EP Catheters & Cables,1
402570,Reusable Ablation Cable       Male 14-pin to Female 14-pin  ,St Jude Medical                         ,EP Catheters & Cables,1
402577,Reusable Ablation Cable       IBI 1779-SE                   ,St Jude Medical                         ,EP Catheters & Cables,1
402578,Reusable Ablation Cable       IBI 1642                      ,St Jude Medical                         ,EP Catheters & Cables,1
402579,Reusable Ablation Cable       IBI 1740-SW                   ,St Jude Medical                         ,EP Catheters & Cables,1
402720,Daig eValuator Fixed Curve    Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
402721,Daig eValuator Fixed Curve    Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
402722,Daig eValuator Fixed Curve    Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
402723,Daig eValuator Fixed Curve    Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
402800,Reflexion Steerable           Diagnostic EP Catheter        ,St Jude Medical                         ,EP Catheters & Cables,1
85641,Reusable Ablation Cable       IBI 1641                      ,St Jude Medical                         ,EP Catheters & Cables,1
85713,Reusable Ablation Cable       IBI 1713-W                    ,St Jude Medical                         ,EP Catheters & Cables,1
A-FASE-CBL4,Reusable Sensor Enabled       Ablation Connection Cable     ,St Jude Medical                         ,EP Catheters & Cables,1
D-AVSE-CBL12,Reusable Sensor Enabled       Diagnostic Catheter Cable     ,St Jude Medical                         ,EP Catheters & Cables,1
D-AVSE-CBL22,Reusable Sensor Enabled       Diagnostic Catheter Cable     ,St Jude Medical                         ,EP Catheters & Cables,1
8283,Bed Over-Mattress Sensor Pad  30 Days                       ,Posey Company                           ,Fall Alarms,6
8308,Chair Sensor Pad              6 Months                      ,Posey Company                           ,Fall Alarms,10
8309,Chair Sensor Pad              30 Days                       ,Posey Company                           ,Fall Alarms,10
8309EL,Chair Sensor Pad              30 Days                       ,Posey Company                           ,Fall Alarms,10
73030,Chair Sensormat Pad           14 Days                       ,Stanley Healthcare                      ,Fall Alarms,10
74010FA,Bed Sensormat Pad             30 Days                       ,Stanley Healthcare                      ,Fall Alarms,10
74030,Bed Sensormat Pad             14 Days                       ,Stanley Healthcare                      ,Fall Alarms,10
HM34RPSPU,"HoverMatt                     34"" W x 78"" L                 ",HoverTech International                 ,HoverMatt,10
HM34RPSPU-HLF,"HoverMatt Half-Matt           34"" W x 45"" L                 ",HoverTech International                 ,HoverMatt,10
HM34SPU,"HoverMatt                     34"" W x 78"" L                 ",HoverTech International                 ,HoverMatt,10
HM34SPU-B,"HoverMatt                     34"" W x 78"" L                 ",HoverTech International                 ,HoverMatt,10
HM34SPU-HLF,"HoverMatt Half-Matt           34"" W x 45"" L                 ",HoverTech International                 ,HoverMatt,10
HM34SPU-HLF-B,"HoverMatt Half-Matt           34"" W x 45"" L                 ",HoverTech International                 ,HoverMatt,10
HM34SPU-LNK-B,"HoverMatt LINK                34"" W x 78"" L                 ",HoverTech International                 ,HoverMatt,10
HM39RPSPU,"HoverMatt                     39"" W x 78"" L                 ",HoverTech International                 ,HoverMatt,10
HM39RPSPU-HLF,"HoverMatt Half-Matt           39"" W x 45"" L                 ",HoverTech International                 ,HoverMatt,10
HM39SPU,"HoverMatt                     39"" W x 78"" L                 ",HoverTech International                 ,HoverMatt,10
HM39SPU-B,"HoverMatt                     39"" W x 78"" L                 ",HoverTech International                 ,HoverMatt,10
HM39SPU-HLF,"HoverMatt Half-Matt           39"" W x 45"" L                 ",HoverTech International                 ,HoverMatt,10
HM39SPU-HLF-B,"HoverMatt Half-Matt           39"" W x 45"" L                 ",HoverTech International                 ,HoverMatt,10
HM39SPU-LNK-B,"HoverMatt LINK                39"" W x 78"" L                 ",HoverTech International                 ,HoverMatt,10
HM50RPSPU,"HoverMatt                     50"" W x 78"" L                 ",HoverTech International                 ,HoverMatt,10
HM50SPU,"HoverMatt                     50"" W x 78"" L                 ",HoverTech International                 ,HoverMatt,5
HM50SPU-B,"HoverMatt                     50"" W x 78"" L                 ",HoverTech International                 ,HoverMatt,5
174301,Endo Mini-Shears               w/Unipolar Cautery           ,"Auto Suture,Co.                         ",Laparoscopic,6
176643,Endo Shears                    w/Unipolar Cautery           ,"Auto Suture,Co.                         ",Laparoscopic,6
176645,Endo Dissect                   w/Unipolar Cautery           ,"Auto Suture,Co.                         ",Laparoscopic,6
173030,Endo Grasp                    w/On-Off Ratchet Switch       ,Covidien                                ,Laparoscopic,6
174317,Endo Clinch II                w/On-Off Ratchet Switch       ,Covidien                                ,Laparoscopic,6
10BB,Endopath Babcock               w/Ratchet Handle             ,"Ethicon Endo-Surgery, Inc.              ",Laparoscopic,6
5BB,Endopath Babcock               w/Ratchet Handle             ,"Ethicon Endo-Surgery, Inc.              ",Laparoscopic,6
5DCD,Endopath Curved Dissector      w/Unipolar Cautery           ,"Ethicon Endo-Surgery, Inc.              ",Laparoscopic,6
5DCS,Endopath Curved Scissors       w/Unipolar Cautery           ,"Ethicon Endo-Surgery, Inc.              ",Laparoscopic,6
5DSG,Endopath Grasper               w/Ratchet Handle             ,"Ethicon Endo-Surgery, Inc.              ",Laparoscopic,6
LF1723,LigaSure Maryland Jaw         Open/Lap Sealer/Divider       ,Covidien                                ,Ligasures,6
LF1737,LigaSure Maryland Jaw         Open/Lap Sealer/Divider       ,Covidien                                ,Ligasures,6
LF1744,LigaSure Maryland Jaw         Open/Lap Sealer/Divider       ,Covidien                                ,Ligasures,6
LF1837,"LigaSure Blunt Tip            Without Nano-coating, 37cm    ",Covidien                                ,Ligasures,6
LF4418,LigaSure Impact without       Nano-coating                  ,Covidien                                ,Ligasures,6
MTM305,Pressure Infusor Bag          500 mL                        ,Mason Tayler Med Prod Corp              ,Pressure Infusion Bags,5
MTM310,Pressure Infusor Bag          1000 mL                       ,Mason Tayler Med Prod Corp              ,Pressure Infusion Bags,5
PIB1000,Pressure Infusor Bag          1000 mL                       ,"Merit Medical Systems, Inc.             ",Pressure Infusion Bags,12
PIB500,Pressure Infusor Bag          500 mL                        ,"Merit Medical Systems, Inc.             ",Pressure Infusion Bags,12
4005,Pressure Infusor Bag          500 mL                        ,SunMed                                  ,Pressure Infusion Bags,5
4005H,Pressure Infusor Bag          500 mL                        ,SunMed                                  ,Pressure Infusion Bags,5
4010,Pressure Infusor Bag          1000 mL                       ,SunMed                                  ,Pressure Infusion Bags,5
4010H,Pressure Infusor Bag          1000 mL                       ,SunMed                                  ,Pressure Infusion Bags,5
1859,Adult O2 Transducer                                         ,Masimo Corporation                      ,Pulse Oximeters,20
1860,Pediatric O2 Transducer                                     ,Masimo Corporation                      ,Pulse Oximeters,20
1861,Infant O2 Transducer                                        ,Masimo Corporation                      ,Pulse Oximeters,20
1862,Adult O2 Transducer                                         ,Masimo Corporation                      ,Pulse Oximeters,20
2317,Adult O2 Transducer                                         ,Masimo Corporation                      ,Pulse Oximeters,20
2319,Infant O2 Transducer                                        ,Masimo Corporation                      ,Pulse Oximeters,20
2320,Adult O2 Transducer                                         ,Masimo Corporation                      ,Pulse Oximeters,20
2328,Infant O2 Transducer                                        ,Masimo Corporation                      ,Pulse Oximeters,20
2329,Adult O2 Transducer                                         ,Masimo Corporation                      ,Pulse Oximeters,20
D-20,Pedi Pulse Oximeter Sensor                                  ,Nellcor Puritan Bennett Inc.            ,Pulse Oximeters,24
D-25,Pulse Oximeter Sensor                                       ,Nellcor Puritan Bennett Inc.            ,Pulse Oximeters,24
D-25L,Pulse Oximeter Sensor Long                                  ,Nellcor Puritan Bennett Inc.            ,Pulse Oximeters,24
I-20,Infant Pulse Oximeter Sensor  Sensor                        ,Nellcor Puritan Bennett Inc.            ,Pulse Oximeters,24
MAX-A,Adult Pulse Oximeter Sensor                                 ,Nellcor Puritan Bennett Inc.            ,Pulse Oximeters,24
MAX-AL,Adult Pulse Oximeter Sensor   Long Cord                     ,Nellcor Puritan Bennett Inc.            ,Pulse Oximeters,24
MAX-I,Infant Pulse Oximeter Sensor                                ,Nellcor Puritan Bennett Inc.            ,Pulse Oximeters,24
MAX-N,Neonatal Pulse Oximeter       Sensor                        ,Nellcor Puritan Bennett Inc.            ,Pulse Oximeters,24
MAX-P,Pediatric Pulse Oximeter      Sensor                        ,Nellcor Puritan Bennett Inc.            ,Pulse Oximeters,24
N-25,Neonatal Pulse Oximeter Sensor                              ,Nellcor Puritan Bennett Inc.            ,Pulse Oximeters,24
3142-MICROLINE,Endocut Scissor Tip                                         ,Microline                               ,Scissor Tips,1
3152,Mini-Endocut Scissors Tip     Curve                         ,Microline                               ,Scissor Tips,1
3622-MICROLINE,Super-Atrau Grabber/Grasper                                 ,Microline                               ,Scissor Tips,1
3632,Super-Atrau Raptor/Grasper                                  ,Microline                               ,Scissor Tips,1
89-5100,Switch Blade Curved            Metzenbaum Scissor Tip       ,Snowden-Pencer                          ,Scissor Tips,1
89-5103,Switch Blade Curved           Metzenbaum Scissor Tip        ,Snowden-Pencer                          ,Scissor Tips,1
89-5300,Switch Blade Mini-Metz          Scissor Tip                 ,Snowden-Pencer                          ,Scissor Tips,1
89-5303,Switch Blade Curved           Mini Metzenbaum Scissor Tip   ,Snowden-Pencer                          ,Scissor Tips,1
A1325-01,"Right Angle 90, doesn’t fit   5.5mm cannula, 90 deg.        ",Arthrocare                              ,Soft Tissue Ablators - Arthro,1
A1720-01,"Micro CAPS, fits 5.5mm cannulanot malleable                 ",Arthrocare                              ,Soft Tissue Ablators - Arthro,1
A2630-01,"Bevel 30, fits 5.5mm cannula, 30 deg, not malleable         ",Arthrocare                              ,Soft Tissue Ablators - Arthro,1
A2823-01,"Short Bevel 35, 35 deg, not   malleable                     ",Arthrocare                              ,Soft Tissue Ablators - Arthro,1
A3625-01,"Dome 30, fits 5.5mm cannula,  30 deg, not malleable         ",Arthrocare                              ,Soft Tissue Ablators - Arthro,1
A4300-01,"Straight Saber, fits 5.5mm    cannula, not mallable         ",Arthrocare                              ,Soft Tissue Ablators - Arthro,1
A4330-01,"Saber 30, 30 deg, not         malleable                     ",Arthrocare                              ,Soft Tissue Ablators - Arthro,1
AC1336-01,"LoPro 90 w/Integrated Cable   Wand, 90 deg, not malleable   ",Arthrocare                              ,Soft Tissue Ablators - Arthro,1
AC1830-01,"CAPSure 30, fits 5.5mm        cannula, 30 deg.              ",Arthrocare                              ,Soft Tissue Ablators - Arthro,1
AC2430-01,"Bevel 45, fits 5.5mm cannula, 45 deg, not malleable         ",Arthrocare                              ,Soft Tissue Ablators - Arthro,1
AC2823-01,"Short Bevel 35 w/Integrated   Cable Wand, 35 deg.           ",Arthrocare                              ,Soft Tissue Ablators - Arthro,1
AC3525-01,"Dome 60, 60 deg, not malleable                              ",Arthrocare                              ,Soft Tissue Ablators - Arthro,1
AC4050-01,"Microblator 30 Wand, 30 deg   0.9mm tip                     ",Arthrocare                              ,Soft Tissue Ablators - Arthro,1
AC4330-01,"Saber 30 w/Integrated Cable   Wand, 30 deg, not malleable   ",Arthrocare                              ,Soft Tissue Ablators - Arthro,1
AC4340-01,"Covator 20, 4.0mm tip dia, 20 deg.                          ",Arthrocare                              ,Soft Tissue Ablators - Arthro,1
AS1335-01,Suction Arthrowand            TurboVac 90                   ,Arthrocare                              ,Soft Tissue Ablators - Arthro,4
ASC1335-01,Arthrowand TurboVac 90        w/Integrated Cable            ,Arthrocare                              ,Soft Tissue Ablators - Arthro,4
ASC2530-01,CoVac50 w/Integrated Cable                                  ,Arthrocare                              ,Soft Tissue Ablators - Arthro,4
ASC3730-01,"Covac 70, 70 deg, not         malleable, w/suction (blk     ",Arthrocare                              ,Soft Tissue Ablators - Arthro,1
ASC4250-01,Super TurboVac 90             w/Integrated Cable            ,Arthrocare                              ,Soft Tissue Ablators - Arthro,4
ASC4630-01,Tristar 50 w/Suction &        Integrated Cable              ,Arthrocare                              ,Soft Tissue Ablators - Arthro,4
ASC5500-01,"Menivac 45 Wand, 30 deg.      w/suction, 15 deg. tip        ",Arthrocare                              ,Soft Tissue Ablators - Arthro,1
225201,"VAPR Side Effect, 90 deg                                    ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
225202,VAPR End Effect 2P                                          ,DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
225203,"VAPR Wedge, 2P, 45 deg                                      ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
225211,"VAPR Side Effect Short, 2P, 90deg                           ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
225213,"VAPR Wedge Short, 2-Piece, 45 deg,                          ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
225302,"VAPR Angled Side Effect, 2P,  21 deg.                       ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
225303,Straight End Effect                                         ,DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
225304,VAPR Angled End Effect                                      ,DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
225312,"VAPR Flexible Side Effect, 2P,90 deg, bendable              ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
225360,"VAPR LD Suction, 2P, 90 deg,  w/suction                     ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
225361,"VAPR LP Suction, 2P, 90 deg,  w/suction                     ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
227202,VAPR End Effect                                             ,DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
227203,"VAPR Wedge, 45 deg                                          ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
227204,"VAPR Premiere 90, 90 deg,     w/suction (blk-wht handle)    ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
227211,"VAPR Side Effect Short, 90 deg                              ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
227213,"VAPR Wedge Short, 45 deg.                                   ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
227301,"VAPR Side Effect, 90 deg.                                   ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
227302,"VAPR Angled Side Effect, 21   deg.                          ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
227305,"VAPR 90deg Hook, hook tip     (blck shaft, blck-wht handle) ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
227312,"VAPR Flexible Side Effect, 90 deg, bendable                 ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
227355,"VAPR S50 Knee Electrode, 50   deg, w/suction                ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
